Walmart,53
Exxon Mobil,71
Apple,91
Berkshire Hathaway,53
Amazon.com,92
UnitedHealth Group,86
McKesson,99
CVS Health,93
AT&T,84
AmerisourceBergen,98
Chevron,79
Ford Motor,93
General Motors,52
Costco Wholesale,55
Alphabet,74
Cardinal Health,80
Walgreens Boots Alliance,94
JPMorgan Chase,89
Verizon Communications,69
Kroger,85
General Electric,79
Fannie Mae,81
Phillips 66,52
Valero Energy,69
Bank of America,89
Microsoft,84
Home Depot,77
Boeing,87
Wells Fargo,65
Citigroup,76
Marathon Petroleum,81
Comcast,89
Anthem,54
Dell Technologies,80
DuPont de Nemours,71
State Farm Insurance,69
Johnson & Johnson,54
IBM,95
Target,83
Freddie Mac,97
United Parcel Service,70
Lowe's,82
Intel,91
MetLife,66
Procter & Gamble,94
United Technologies,96
FedEx,97
PepsiCo,62
Archer Daniels Midland,78
Prudential Financial,80
Centene,86
Albertsons,94
Walt Disney,77
Sysco,89
HP,67
Humana,61
Facebook,97
Caterpillar,56
Energy Transfer,62
Lockheed Martin,82
Pfizer,100
Goldman Sachs Group,90
Morgan Stanley,53
Cisco Systems,82
Cigna,90
AIG,97
HCA Healthcare,54
American Airlines Group,61
Delta Air Lines,84
Charter Communications,60
New York Life Insurance,93
American Express,91
Nationwide,93
Best Buy,91
Liberty Mutual Insurance Group,90
Merck,55
Honeywell International,94
United Continental Holdings,73
TIAA,65
Tyson Foods,54
Oracle,68
Allstate,51
World Fuel Services,52
Massachusetts Mutual Life Insurance,54
TJX,100
ConocoPhillips,73
Deere,95
Tech Data,59
Enterprise Products Partners,94
Nike,64
Publix Super Markets,59
General Dynamics,95
Exelon,88
Plains GP Holdings,55
3M,70
AbbVie,53
CHS,51
Capital One Financial,56
Progressive,51
Coca-Cola,79
