Walmart,78
Exxon Mobil,96
Apple,73
Berkshire Hathaway,87
Amazon.com,93
UnitedHealth Group,57
McKesson,94
CVS Health,66
AT&T,80
AmerisourceBergen,51
Chevron,96
Ford Motor,51
General Motors,58
Costco Wholesale,70
Alphabet,79
Cardinal Health,87
Walgreens Boots Alliance,61
JPMorgan Chase,61
Verizon Communications,79
Kroger,99
General Electric,67
Fannie Mae,82
Phillips 66,98
Valero Energy,76
Bank of America,52
Microsoft,85
Home Depot,88
Boeing,93
Wells Fargo,84
Citigroup,93
Marathon Petroleum,62
Comcast,61
Anthem,69
Dell Technologies,68
DuPont de Nemours,96
State Farm Insurance,83
Johnson & Johnson,97
IBM,64
Target,99
Freddie Mac,96
United Parcel Service,87
Lowe's,96
Intel,99
MetLife,98
Procter & Gamble,96
United Technologies,55
FedEx,94
PepsiCo,57
Archer Daniels Midland,78
Prudential Financial,63
Centene,83
Albertsons,73
Walt Disney,53
Sysco,56
HP,88
Humana,76
Facebook,82
Caterpillar,55
Energy Transfer,83
Lockheed Martin,80
Pfizer,70
Goldman Sachs Group,83
Morgan Stanley,68
Cisco Systems,81
Cigna,62
AIG,88
HCA Healthcare,93
American Airlines Group,88
Delta Air Lines,59
Charter Communications,78
New York Life Insurance,62
American Express,76
Nationwide,58
Best Buy,63
Liberty Mutual Insurance Group,61
Merck,73
Honeywell International,68
United Continental Holdings,66
TIAA,80
Tyson Foods,97
Oracle,91
Allstate,86
World Fuel Services,81
Massachusetts Mutual Life Insurance,66
TJX,78
ConocoPhillips,65
Deere,99
Tech Data,92
Enterprise Products Partners,76
Nike,84
Publix Super Markets,70
General Dynamics,50
Exelon,79
Plains GP Holdings,51
3M,54
AbbVie,67
CHS,63
Capital One Financial,60
Progressive,77
Coca-Cola,69
