Walmart,91
Exxon Mobil,73
Apple,90
Berkshire Hathaway,78
Amazon.com,91
UnitedHealth Group,64
McKesson,70
CVS Health,99
AT&T,51
AmerisourceBergen,78
Chevron,70
Ford Motor,99
General Motors,60
Costco Wholesale,72
Alphabet,73
Cardinal Health,99
Walgreens Boots Alliance,57
JPMorgan Chase,69
Verizon Communications,98
Kroger,93
General Electric,96
Fannie Mae,72
Phillips 66,96
Valero Energy,57
Bank of America,77
Microsoft,67
Home Depot,65
Boeing,62
Wells Fargo,85
Citigroup,63
Marathon Petroleum,56
Comcast,51
Anthem,89
Dell Technologies,65
DuPont de Nemours,78
State Farm Insurance,53
Johnson & Johnson,95
IBM,82
Target,51
Freddie Mac,53
United Parcel Service,63
Lowe's,53
Intel,100
MetLife,83
Procter & Gamble,98
United Technologies,91
FedEx,91
PepsiCo,72
Archer Daniels Midland,80
Prudential Financial,78
Centene,83
Albertsons,84
Walt Disney,95
Sysco,51
HP,56
Humana,63
Facebook,89
Caterpillar,57
Energy Transfer,81
Lockheed Martin,54
Pfizer,96
Goldman Sachs Group,59
Morgan Stanley,56
Cisco Systems,71
Cigna,79
AIG,82
HCA Healthcare,76
American Airlines Group,91
Delta Air Lines,59
Charter Communications,56
New York Life Insurance,64
American Express,84
Nationwide,57
Best Buy,94
Liberty Mutual Insurance Group,52
Merck,54
Honeywell International,85
United Continental Holdings,80
TIAA,99
Tyson Foods,51
Oracle,63
Allstate,86
World Fuel Services,55
Massachusetts Mutual Life Insurance,99
TJX,99
ConocoPhillips,95
Deere,83
Tech Data,52
Enterprise Products Partners,77
Nike,65
Publix Super Markets,76
General Dynamics,57
Exelon,78
Plains GP Holdings,94
3M,88
AbbVie,54
CHS,77
Capital One Financial,91
Progressive,79
Coca-Cola,87
