Walmart,13
Exxon Mobil,3
Apple,9
Berkshire Hathaway,6
Amazon.com,6
UnitedHealth Group,10
McKesson,5
CVS Health,8
AT&T,6
AmerisourceBergen,8
Chevron,11
Ford Motor,5
General Motors,7
Costco Wholesale,13
Alphabet,10
Cardinal Health,13
Walgreens Boots Alliance,15
JPMorgan Chase,6
Verizon Communications,3
Kroger,13
General Electric,13
Fannie Mae,8
Phillips 66,11
Valero Energy,9
Bank of America,4
Microsoft,13
Home Depot,9
Boeing,13
Wells Fargo,12
Citigroup,8
Marathon Petroleum,13
Comcast,9
Anthem,6
Dell Technologies,12
DuPont de Nemours,10
State Farm Insurance,4
Johnson & Johnson,8
IBM,9
Target,6
Freddie Mac,16
United Parcel Service,5
Lowe's,14
Intel,18
MetLife,3
Procter & Gamble,6
United Technologies,6
FedEx,7
PepsiCo,6
Archer Daniels Midland,5
Prudential Financial,6
Centene,9
Albertsons,14
Walt Disney,10
Sysco,4
HP,6
Humana,12
Facebook,5
Caterpillar,12
Energy Transfer,11
Lockheed Martin,6
Pfizer,13
Goldman Sachs Group,3
Morgan Stanley,5
Cisco Systems,16
Cigna,15
AIG,6
HCA Healthcare,9
American Airlines Group,14
Delta Air Lines,6
Charter Communications,13
New York Life Insurance,8
American Express,11
Nationwide,9
Best Buy,5
Liberty Mutual Insurance Group,13
Merck,7
Honeywell International,16
United Continental Holdings,8
TIAA,10
Tyson Foods,6
Oracle,8
Allstate,5
World Fuel Services,3
Massachusetts Mutual Life Insurance,8
TJX,3
ConocoPhillips,4
Deere,13
Tech Data,3
Enterprise Products Partners,10
Nike,14
Publix Super Markets,5
General Dynamics,5
Exelon,3
Plains GP Holdings,8
3M,7
AbbVie,9
CHS,7
Capital One Financial,6
Progressive,10
Coca-Cola,18
