Walmart,98
Exxon Mobil,69
Apple,58
Berkshire Hathaway,67
Amazon.com,60
UnitedHealth Group,60
McKesson,70
CVS Health,81
AT&T,83
AmerisourceBergen,79
Chevron,65
Ford Motor,65
General Motors,65
Costco Wholesale,92
Alphabet,75
Cardinal Health,96
Walgreens Boots Alliance,50
JPMorgan Chase,61
Verizon Communications,84
Kroger,51
General Electric,77
Fannie Mae,79
Phillips 66,99
Valero Energy,78
Bank of America,61
Microsoft,66
Home Depot,68
Boeing,93
Wells Fargo,95
Citigroup,97
Marathon Petroleum,76
Comcast,93
Anthem,53
Dell Technologies,89
DuPont de Nemours,98
State Farm Insurance,73
Johnson & Johnson,80
IBM,60
Target,89
Freddie Mac,54
United Parcel Service,62
Lowe's,55
Intel,53
MetLife,72
Procter & Gamble,57
United Technologies,85
FedEx,80
PepsiCo,92
Archer Daniels Midland,64
Prudential Financial,55
Centene,57
Albertsons,54
Walt Disney,100
Sysco,92
HP,63
Humana,83
Facebook,95
Caterpillar,96
Energy Transfer,82
Lockheed Martin,94
Pfizer,94
Goldman Sachs Group,50
Morgan Stanley,79
Cisco Systems,100
Cigna,75
AIG,59
HCA Healthcare,50
American Airlines Group,52
Delta Air Lines,59
Charter Communications,55
New York Life Insurance,59
American Express,68
Nationwide,86
Best Buy,76
Liberty Mutual Insurance Group,77
Merck,98
Honeywell International,70
United Continental Holdings,80
TIAA,50
Tyson Foods,95
Oracle,91
Allstate,56
World Fuel Services,86
Massachusetts Mutual Life Insurance,99
TJX,78
ConocoPhillips,75
Deere,61
Tech Data,60
Enterprise Products Partners,99
Nike,100
Publix Super Markets,83
General Dynamics,83
Exelon,71
Plains GP Holdings,100
3M,61
AbbVie,69
CHS,52
Capital One Financial,59
Progressive,50
Coca-Cola,52
