Walmart,7
Exxon Mobil,9
Apple,3
Berkshire Hathaway,7
Amazon.com,6
UnitedHealth Group,9
McKesson,12
CVS Health,10
AT&T,5
AmerisourceBergen,11
Chevron,5
Ford Motor,8
General Motors,9
Costco Wholesale,11
Alphabet,14
Cardinal Health,13
Walgreens Boots Alliance,6
JPMorgan Chase,10
Verizon Communications,15
Kroger,5
General Electric,9
Fannie Mae,7
Phillips 66,8
Valero Energy,10
Bank of America,9
Microsoft,6
Home Depot,12
Boeing,11
Wells Fargo,6
Citigroup,15
Marathon Petroleum,14
Comcast,10
Anthem,7
Dell Technologies,8
DuPont de Nemours,10
State Farm Insurance,9
Johnson & Johnson,10
IBM,7
Target,6
Freddie Mac,3
United Parcel Service,8
Lowe's,3
Intel,10
MetLife,12
Procter & Gamble,5
United Technologies,16
FedEx,7
PepsiCo,10
Archer Daniels Midland,9
Prudential Financial,3
Centene,3
Albertsons,3
Walt Disney,6
Sysco,9
HP,9
Humana,11
Facebook,5
Caterpillar,8
Energy Transfer,10
Lockheed Martin,11
Pfizer,8
Goldman Sachs Group,8
Morgan Stanley,7
Cisco Systems,18
Cigna,7
AIG,7
HCA Healthcare,8
American Airlines Group,8
Delta Air Lines,8
Charter Communications,6
New York Life Insurance,7
American Express,7
Nationwide,16
Best Buy,9
Liberty Mutual Insurance Group,3
Merck,15
Honeywell International,7
United Continental Holdings,6
TIAA,9
Tyson Foods,10
Oracle,15
Allstate,3
World Fuel Services,13
Massachusetts Mutual Life Insurance,4
TJX,6
ConocoPhillips,12
Deere,4
Tech Data,9
Enterprise Products Partners,13
Nike,16
Publix Super Markets,13
General Dynamics,10
Exelon,12
Plains GP Holdings,12
3M,3
AbbVie,4
CHS,5
Capital One Financial,3
Progressive,9
Coca-Cola,6
